Date,Time,Cels(V),TQly,GPS,Rud,Ele,Thr,Ail
2024-10-10,11:34:15.840,23.07,100,30.325700 -97.603100,-4,-226,-520,-4
2024-10-10,11:34:16.340,23.07,100,30.325700 -97.603100,-5,-315,-523,56
2024-10-10,11:34:16.840,23.07,95,30.325800 -97.603300,-3,-268,-520,-66
2024-10-10,11:34:17.340,23.07,95,30.325800 -97.603300,-3,-198,-542,-39
2024-10-10,11:34:17.840,23.07,100,30.325900 -97.603300,-4,-168,-569,2
2024-10-10,11:34:18.340,23.08,100,30.325900 -97.603500,-4,-274,-593,165
2024-10-10,11:34:18.840,23.08,94,30.325900 -97.603700,-4,-447,-595,14
2024-10-10,11:34:19.340,23.09,94,30.325900 -97.603700,-4,-312,-591,-168
2024-10-10,11:34:19.840,23.09,100,30.325800 -97.603900,-4,-319,-612,-1
2024-10-10,11:34:20.340,23.1,100,30.325800 -97.603900,-4,-486,-609,4
2024-10-10,11:34:20.840,23.1,100,30.325700 -97.604000,-5,-432,-619,4
2024-10-10,11:34:21.340,23.11,100,30.325700 -97.604000,-4,-293,-660,377
2024-10-10,11:34:21.840,23.13,100,30.325500 -97.604000,-5,-6,-1024,450
2024-10-10,11:34:22.340,23.13,100,30.325500 -97.604000,-4,-4,-1024,4
2024-10-10,11:34:22.840,23.16,100,30.325300 -97.603900,-4,-29,-1024,3
2024-10-10,11:34:23.340,23.16,100,30.325300 -97.603900,-4,-64,-1024,-72
2024-10-10,11:34:23.840,23.21,100,30.325200 -97.603900,-3,-97,-1024,-2
2024-10-10,11:34:24.340,23.21,100,30.325200 -97.603900,-3,-116,-1024,202
2024-10-10,11:34:24.840,23.22,100,30.325100 -97.603800,-2,-154,-662,0
2024-10-10,11:34:25.340,23.22,100,30.325100 -97.603800,-2,-84,-542,-19
2024-10-10,11:34:25.840,23.2,100,30.324900 -97.603700,-2,-200,-551,-352
2024-10-10,11:34:26.340,23.14,100,30.324900 -97.603700,25,-89,-555,257
2024-10-10,11:34:26.840,23.14,100,30.324700 -97.603700,85,-170,-593,49
2024-10-10,11:34:27.340,23.12,100,30.324700 -97.603700,38,-97,-577,4
2024-10-10,11:34:27.840,23.12,100,30.324600 -97.603700,3,-21,-547,1
2024-10-10,11:34:28.340,23.13,100,30.324600 -97.603600,1,-152,-486,-255
2024-10-10,11:34:28.840,23.13,100,30.324400 -97.603500,-1,-206,-458,-179
2024-10-10,11:34:29.340,23.09,100,30.324400 -97.603500,-2,-297,-452,-4
2024-10-10,11:34:29.840,23.09,100,30.324300 -97.603400,-2,-474,-447,4
2024-10-10,11:34:30.340,23.08,100,30.324300 -97.603400,-2,-481,-445,32
2024-10-10,11:34:30.840,23.05,100,30.324200 -97.603300,-2,-492,-438,26
2024-10-10,11:34:31.340,23.05,100,30.324200 -97.603300,-2,-561,-423,188
2024-10-10,11:34:31.840,23.04,100,30.324100 -97.603100,-2,-649,-422,188
2024-10-10,11:34:32.340,23.04,100,30.324100 -97.603100,-3,-685,-422,147
2024-10-10,11:34:32.840,23.03,100,30.324200 -97.603100,-2,-749,-419,174
2024-10-10,11:34:33.340,23.03,100,30.324200 -97.602900,-2,-748,-413,165
2024-10-10,11:34:33.840,23.02,100,30.324300 -97.602900,-3,-749,-414,204
2024-10-10,11:34:34.340,23.02,100,30.324300 -97.602900,-3,-753,-414,218
2024-10-10,11:34:34.840,23.02,99,30.324500 -97.602900,-3,-686,-414,236
2024-10-10,11:34:35.340,23.02,99,30.324500 -97.602900,-3,-387,-415,262
2024-10-10,11:34:35.840,23.02,100,30.324700 -97.603000,-3,-263,-415,32
2024-10-10,11:34:36.340,23.01,100,30.324700 -97.603000,-3,-304,-412,3
2024-10-10,11:34:36.840,23.01,100,30.324800 -97.603000,-3,-159,-404,534
2024-10-10,11:34:37.340,23.02,100,30.324800 -97.603100,-3,-523,-400,0
2024-10-10,11:34:37.840,23.02,99,30.324900 -97.603100,-4,-436,-399,5
2024-10-10,11:34:38.340,22.99,99,30.324900 -97.603300,-4,-233,-399,175
2024-10-10,11:34:38.840,22.99,98,30.325000 -97.603400,-4,-200,-400,-407
2024-10-10,11:34:39.340,23.0,98,30.325000 -97.603400,-4,-411,-402,1
2024-10-10,11:34:39.840,22.99,100,30.325200 -97.603400,-4,-578,-401,4
2024-10-10,11:34:40.340,22.99,100,30.325200 -97.603600,-3,-638,-377,-178
2024-10-10,11:34:40.840,22.99,100,30.325200 -97.603800,-4,-677,-382,2
2024-10-10,11:34:41.340,22.99,100,30.325200 -97.603800,-3,-767,-473,13
2024-10-10,11:34:41.840,22.98,100,30.325200 -97.603800,-3,-850,-458,21
2024-10-10,11:34:42.340,22.98,99,30.325200 -97.603900,-3,-898,-432,99
2024-10-10,11:34:42.840,23.02,99,30.325100 -97.604000,-3,-834,-432,231
2024-10-10,11:34:43.340,23.02,100,30.325100 -97.604000,-2,-591,-1024,438
2024-10-10,11:34:43.840,23.02,100,30.325000 -97.604000,0,-454,-1013,497
2024-10-10,11:34:44.340,23.09,100,30.325000 -97.604000,-1,-308,-900,3
2024-10-10,11:34:44.840,23.09,100,30.324900 -97.603800,0,-359,-809,41
2024-10-10,11:34:45.340,23.15,100,30.324900 -97.603800,-1,-405,-841,5
2024-10-10,11:34:45.840,23.15,100,30.324900 -97.603800,-3,-272,-1024,1
2024-10-10,11:34:46.340,23.16,100,30.324900 -97.603700,0,-333,-1024,-142
2024-10-10,11:34:46.840,23.16,100,30.324800 -97.603700,40,-319,-961,15
2024-10-10,11:34:47.340,23.18,100,30.324800 -97.603600,0,-131,-1024,227
2024-10-10,11:34:47.840,23.18,100,30.324700 -97.603500,-2,-213,-1024,5
2024-10-10,11:34:48.340,23.18,100,30.324700 -97.603500,-1,-403,-1024,7
2024-10-10,11:34:48.840,23.19,100,30.324600 -97.603400,0,-459,-1024,-40
2024-10-10,11:34:49.340,23.19,100,30.324600 -97.603400,62,-332,-1024,15
2024-10-10,11:34:49.840,23.19,100,30.324500 -97.603400,168,-427,-1024,25
2024-10-10,11:34:50.340,23.19,100,30.324500 -97.603300,93,-425,-1024,1
2024-10-10,11:34:50.840,23.2,100,30.324500 -97.603300,133,-386,-1024,2
2024-10-10,11:34:51.340,23.2,100,30.324500 -97.603300,261,-668,-1024,0
2024-10-10,11:34:51.840,23.2,100,30.324400 -97.603300,200,-762,-1024,-44
2024-10-10,11:34:52.340,23.2,100,30.324400 -97.603200,211,-981,-1024,4
2024-10-10,11:34:52.840,23.2,100,30.324300 -97.603200,-3,-1,-1024,1
